sentences,sentenceIndex,paragraphIndex,section,wikiId
"Max Edward Dinning (August 17, 1933 — March 22, 1986), known by his stage name Mark Dinning was an American pop music singer.",0,0,N/A,1598663
"In February 1960, the song ""Teen Angel"", written by his sister Jean (Eugenia) and her husband Red Surrey, reached number one on the Billboard Hot 100 singles chart.",0,1,N/A,1598663
"Jean and two of her sisters, Virginia and Lucille, comprised The Dinning Sisters, a popular singing trio in the 1940s.",1,1,N/A,1598663
"Additionally, Dinning is the uncle of Dean Dinning, bass guitarist for alternative rock band Toad the Wet Sprocket.",2,1,N/A,1598663
==,0,2,== Biography ==,1598663
Biography ==,1,2,== Biography ==,1598663
"Max Edward Dinning was born in Manchester, Oklahoma, the youngest of nine children, and was raised on a farm near Nashville, Tennessee, after his family relocated from Kansas.",0,3,== Biography ==,1598663
"He followed his sisters and pursued a career in country music and, in 1957, record producer Wesley Rose signed him to a recording contract as Mark Dinning.",1,3,== Biography ==,1598663
"His recording efforts met with limited success until 1959, when ""Teen Angel"" became a hit.",0,4,== Biography ==,1598663
"The lyrics, which told of the death of a teenage girl, were deemed by British radio stations to be too morbid to be aired, but it reached number 37 on the UK Singles Chart.",1,4,== Biography ==,1598663
"In the U.S., it reached number one on the Billboard charts in early February 1960.",2,4,== Biography ==,1598663
It sold over one million copies and was awarded a gold disc.,3,4,== Biography ==,1598663
"He also was the original artist to record ""What Will My Mary Say,"" a song later popularized by Johnny Mathis in 1963.",4,4,== Biography ==,1598663
"Dinning had an alcohol addiction, which restricted his performances, and caused promoters to stop booking him as he faded from public view.",0,5,== Biography ==,1598663
"Although Dinning never duplicated the success of ""Teen Angel"", he had three minor hit records in the ensuing years.",1,5,== Biography ==,1598663
==,0,6,== Death ==,1598663
Death ==,1,6,== Death ==,1598663
"Dinning continued performing until his death from a heart attack in Jefferson City, Missouri, at the age of 52.",0,7,== Death ==,1598663
==,0,8,== Discography ==,1598663
Discography ==,1,8,== Discography ==,1598663
===,0,9,== Discography == | === Albums ===,1598663
Albums ===,1,9,== Discography == | === Albums ===,1598663
"Teen Angel (MGM 3828, 1960)",0,10,== Discography == | === Albums ===,1598663
"Wanderin′ (MGM 3855, 1960)",0,11,== Discography == | === Albums ===,1598663
===,0,12,== Discography == | === Singles ===,1598663
Singles =,1,12,== Discography == | === Singles ===,1598663
==,2,12,== Discography == | === Singles ===,1598663
==,0,13,== References ==,1598663
References ==,1,13,== References ==,1598663
==,0,14,== External links ==,1598663
External links ==,1,14,== External links ==,1598663
Rockabilly.nl biography,0,15,== External links ==,1598663
Notice of Jean Dinning's death in the New York Times,0,16,== External links ==,1598663
Producer website for BINGE LP 1012,0,17,== External links ==,1598663
