sentences,sentenceIndex,paragraphIndex,section,wikiId
"Vaughn Wilton Monroe (October 7, 1911 – May 21, 1973) was an American baritone singer, trumpeter, big band leader, actor, and businessman, who was most popular in the 1940s and 1950s.",0,0,N/A,529813
"He has two stars on the Hollywood Walk of Fame, one for recording and another for radio performance.",1,0,N/A,529813
==,0,1,== Early life ==,529813
Early life ==,1,1,== Early life ==,529813
"Monroe was born in Akron, Ohio, United States.",0,2,== Early life ==,529813
"He graduated from Jeannette High School in Pennsylvania in 1929, where he was senior class president and voted ""Most Likely to Succeed"".",1,2,== Early life ==,529813
"After graduation, he attended Carnegie Institute of Technology, where he was an active member of the Sigma Nu fraternity.",2,2,== Early life ==,529813
"Monroe attended New England Conservatory for one semester in 1935, studying voice with Clarence B. Shirley.",3,2,== Early life ==,529813
==,0,3,== Career ==,529813
Career ==,1,3,== Career ==,529813
Monroe formed his first orchestra in Boston in 1940 and became its principal vocalist.,0,4,== Career ==,529813
He began recording for RCA Victor's subsidiary Bluebird label.,1,4,== Career ==,529813
"That same year, Monroe built The Meadows, a restaurant and nightclub to the west of Boston on Massachusetts Route 9 in Framingham, Massachusetts.",2,4,== Career ==,529813
"After he ceased performing, he continued running the club until his death in 1973.The summer of 1942 brought a 13-week engagement on radio, as Monroe and his orchestra had a summer replacement program for Blondie on CBS.Monroe hosted the Camel Caravan radio program from The Meadows, starting in 1946 and, during this time, was featured in a Camel cigarettes commercial.",3,4,== Career ==,529813
"In 1952, Monroe and his orchestra had a weekly program on Saturday nights on NBC radio.",4,4,== Career ==,529813
Those programs originated on location from wherever the band happened to be touring.,5,4,== Career ==,529813
Each program featured a focus on a college in the United States.,6,4,== Career ==,529813
The Meadows burned to the ground in December 1980 after sitting shuttered and vacant for a number of years.,7,4,== Career ==,529813
"Monroe was tall and handsome, which helped him as a band leader and singer, as well as in Hollywood.",8,4,== Career ==,529813
"He was sometimes called ""the Baritone with Muscles"", ""the Voice with Hair on its Chest"", ""Ol' Leather Tonsils"", or ""Leather Lungs"".",9,4,== Career ==,529813
"Monroe recorded extensively for RCA Victor until 1956, and his signature tune was ""Racing With the Moon"" (1941).",10,4,== Career ==,529813
"It sold more than one million copies by 1952, becoming Monroe's first million-seller, and was awarded a gold disc by the RIAA.",11,4,== Career ==,529813
"Among his other hits were ""In the Still of the Night"" (1939), ""There I Go"" (1941), ""There I've Said It Again"" (1945), ""Let It Snow, Let It Snow, Let It Snow"" (1946), ""Ballerina"" (1947), ""Melody Time"" (1948), ""Riders in the Sky"" (1949), ""Someday (You'll Want Me To Want You)"" (1949), ""Sound Off"" (1951), and ""In the Middle of the House"" (1956).",12,4,== Career ==,529813
"He also turned down the chance to record ""Rudolph the Red-Nosed Reindeer"".",13,4,== Career ==,529813
Monroe's orchestra had a number of excellent musicians including future jazz guitar great Bucky Pizzarelli.,14,4,== Career ==,529813
"While their musical focus was largely romantic ballads, in person, the band had a fiercely swinging side only occasionally captured on record.",15,4,== Career ==,529813
"In ballrooms, Monroe often reserved the final set of the evening for unrestrained, swinging music.",16,4,== Career ==,529813
"Movies also beckoned, although he did not pursue it with vigor.",0,5,== Career ==,529813
"Monroe appeared in Meet the People (1944), Carnegie Hall (1947), Singing Guns (1950), and Toughest Man in Arizona (1952).",1,5,== Career ==,529813
"He co-authored The Adventures of Mr. Putt Putt (1949), a children's book about airplanes and flying, a personal interest of his.",2,5,== Career ==,529813
"He hosted The Vaughn Monroe Show on CBS Television (1950–51, 1954–55) and appeared on Bonanza, The Mike Douglas Show, The Ed Sullivan Show, Texaco Star Theatre, The Jackie Gleason Show, The Tonight Show Starring Johnny Carson, and American Bandstand.",0,6,== Career ==,529813
He was a major stockholder in RCA and appeared in print ads and television commercials for the company's television and audio products.,1,6,== Career ==,529813
"After leaving the performing end of show business, he remained with RCA for many years as a television spokesperson, executive, and talent scout.",0,7,== Career ==,529813
"In the latter capacity, he helped give Neil Sedaka, among others, his first major exposure.",1,7,== Career ==,529813
"He was awarded two stars on the Hollywood Walk of Fame, one for recording at 1600 Vine Street and one for radio at 1755 Vine Street in Hollywood, California.",2,7,== Career ==,529813
"On June 25, 2019, The New York Times Magazine listed Vaughn Monroe among hundreds of artists whose material was reportedly destroyed in the 2008 Universal fire.",3,7,== Career ==,529813
==,0,8,== Personal life ==,529813
Personal life ==,1,8,== Personal life ==,529813
"Monroe married Marian Baughman on April 2, 1940, in Jeannette, Pennsylvania, where they had met as high school students.",0,9,== Personal life ==,529813
"They did not date during high school, but became romantically inclined toward each other when their paths crossed again in New York City, years after graduation.",1,9,== Personal life ==,529813
They returned to Jeannette for their wedding.,2,9,== Personal life ==,529813
"They had two children, Candace (born 1941) and Christina (born 1944).",3,9,== Personal life ==,529813
They remained married until Vaughn's death in 1973.Monroe was an avid railroad enthusiast.,4,9,== Personal life ==,529813
He collected and built HO scale model trains.,5,9,== Personal life ==,529813
On concert tours he had an elaborate and compact workshop that folded neatly into a valise.,6,9,== Personal life ==,529813
"Inside were hundreds of intricate tools to build operating miniature locomotives, passenger & freight cars.",7,9,== Personal life ==,529813
Monroe was a licensed pilot and often flew his own Lockheed 12A airplane to tour dates.,8,9,== Personal life ==,529813
==,0,10,== Death ==,529813
Death ==,1,10,== Death ==,529813
"Monroe died on May 21, 1973 at Martin County Memorial Hospital in Florida, shortly after having stomach surgery for a bleeding ulcer.",0,11,== Death ==,529813
