time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1977,CD,YEAR_REGEX_1,TIME,time_reference,"Wade Bowen (born 1977) is an American Texas Country/Red Dirt singer from Waco, Texas, United States.",0,0,,24497807,1977-01-01,1977-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,Bowen was a member of the band West 84 with friend Matt Miller until 2001 when the group became known as Wade Bowen and West 84.,0,1,,24497807,2001-01-01,2001-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"He released his first album in 2002, Try Not To Listen, which became a regional hit in Texas.",1,1,,24497807,2002-01-01,2002-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"He released his first live album in 2003, recorded live at The Blue Light in Lubbock, Texas, followed by studio albums Lost Hotel in 2006 and If We Ever Make It Home in 2008.",2,1,,24497807,2003-01-01,2003-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"He released his first live album in 2003, recorded live at The Blue Light in Lubbock, Texas, followed by studio albums Lost Hotel in 2006 and If We Ever Make It Home in 2008.",2,1,,24497807,2006-01-01,2006-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,"He released his first live album in 2003, recorded live at The Blue Light in Lubbock, Texas, followed by studio albums Lost Hotel in 2006 and If We Ever Make It Home in 2008.",2,1,,24497807,2008-01-01,2008-12-31,ML
"November 21 , 2009","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On November 21, 2009, Bowen recorded his second live album at Billy Bob's Texas in Fort Worth.",3,1,,24497807,2009-11-21,2009-11-21,ML
"April 27 , 2010","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The album was released on April 27, 2010, as a CD/DVD combo.",4,1,,24497807,2010-04-27,2010-04-27,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"Bowen released his fourth studio album, The Given, in 2010.",5,1,,24497807,2010-01-01,2010-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"He released a self-titled studio album in 2014, followed by a duets album in 2015 with singer Randy Rogers of the Randy Rogers Band, titled Hold My Beer Vol. 1.",7,1,,24497807,2014-01-01,2014-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"He released a self-titled studio album in 2014, followed by a duets album in 2015 with singer Randy Rogers of the Randy Rogers Band, titled Hold My Beer Vol. 1.",7,1,,24497807,2015-01-01,2015-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"He has released 3 more albums: Watch This, with Randy Rogers, Solid Ground, released in 2018, and a follow up to Hold My Beer Vol.",9,1,,24497807,2018-01-01,2018-12-31,ML
of 2020,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"During the Covid-19 Pandemic of 2020, Wade started a web series of live shows called Wade's World, where he hosted other prominent Texas musicians to play and tell stories about their songs every Friday night.",0,2,,24497807,2020-01-01,2020-12-31,ML
every Friday night,DT NNP NN,PREFIX_REGEX_1 WEEK_REGEX DAY_TIME_REGEX,MODIFIER TIME TIME,time_reference,"During the Covid-19 Pandemic of 2020, Wade started a web series of live shows called Wade's World, where he hosted other prominent Texas musicians to play and tell stories about their songs every Friday night.",0,2,,24497807,,,ML
