time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1878,CD,YEAR_REGEX_1,TIME,time_reference,She composed sacred works and published ten pieces for piano and organ in Augsburg in 1878 as her first known compositions.,1,0,,30151553,1878-01-01,1878-12-31,ML
1897,CD,YEAR_REGEX_1,TIME,time_reference,She died in 1897 in Linz.,2,0,,30151553,1897-01-01,1897-12-31,ML
November 1878,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Gloria (Choral): ""Ehre sei Gott in der Höbe,""  November 1878",10,3,== Works ==,30151553,1878-11-01,1878-11-30,ML
April 1881,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Marien-Blumen, Song in honor of the Blessed Virgin Mary, April 1881.",0,4,== Works ==,30151553,1881-04-01,1881-04-30,ML
November 1880,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Marienlied: Der Tag entflieht (The Day Escapes), November 1880",0,5,== Works ==,30151553,1880-11-01,1880-11-30,ML
November 1878,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Ad te Domine levavi, November 1878.",1,6,== Works ==,30151553,1878-11-01,1878-11-30,ML
August 1882,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Marienlied zur Maiandacht, August 1882.",1,7,== Works ==,30151553,1882-08-01,1882-08-31,ML
November 1880,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"u. deutscher Text), November 1880.",1,8,== Works ==,30151553,1880-11-01,1880-11-30,ML
February 1878,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"O salutaris hostia, February 1878",0,9,== Works ==,30151553,1878-02-01,1878-02-28,ML
2 July 1833 – 26 September 1897,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,Clotilde Kainerstorfer (2 July 1833 – 26 September 1897) was an Austrian composer born in Hall in Tirol.,0,0,,30151553,1833-07-02,1897-09-26,LLM
The Day,DT NNP,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"Marienlied: Der Tag entflieht (The Day Escapes), November 1880",0,5,== Works ==,30151553,,,ML
Ad,NNP,ERA_REGEX,TIME,time_reference,"Ad te Domine levavi, November 1878.",1,6,== Works ==,30151553,,,ML
