time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
9 July 1948,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Jeanne Zaidel-Rudolph OIB (born 9 July 1948) is a South African composer, pianist and teacher.",0,0,,6987592,1948-07-09,1948-07-09,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,"Zaidel-Rudolph returned to South Africa and became the first woman in the country to obtain a Doctorate in Composition, in 1979 at the University of Pretoria under Stefans Grové.",1,3,== Education ==,6987592,1979-01-01,1979-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,"In 1988, the first complete commercial recording of the works of a South African art music composer featured her music on an EMI album.",0,5,== Career ==,6987592,1988-01-01,1988-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,She was commissioned to write a work (Oratorio for Human Rights) for the Atlanta Olympics in 1996.,1,5,== Career ==,6987592,1996-01-01,1996-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"In 1995, she arranged a composite version of South Africa's erstwhile and new national anthems at the request of President Nelson Mandela.",2,5,== Career ==,6987592,1995-01-01,1995-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,"She also composed a song (""He walked to Freedom"") for his honorary doctorate ceremony in 1997.",3,5,== Career ==,6987592,1997-01-01,1997-12-31,ML
"2000 , 2002","CD , CD",YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,"In 2000, 2002, and 2003, she participated in the show Celebration in Canada, the US and the UK for which she composed, conducted and orchestrated the music.",4,5,== Career ==,6987592,,,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"In 2000, 2002, and 2003, she participated in the show Celebration in Canada, the US and the UK for which she composed, conducted and orchestrated the music.",4,5,== Career ==,6987592,2003-01-01,2003-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,"In 2013, she wrote the Jewish-themed Hebrotica, a work for marimba solo, dedicated to and premiered by klezmer virtuoso Alex Jacobowitz in Johannesburg.",1,7,== Career ==,6987592,2013-01-01,2013-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,"""Zaidel-Rudolph has been working at the School of Music of the University of the Witwatersrand since 1975, where she is a Professor of Composition.",2,8,== Career ==,6987592,1975-01-01,1975-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,"1974, she was the first South African composer to be awarded the Cobbett Prize for composition at the Royal College of Music.",0,10,== Honours ==,6987592,1974-01-01,1974-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,"1986, she won the first prize in the first-ever Total Oil (SA) Competition in South Africa.",0,11,== Honours ==,6987592,1986-01-01,1986-12-31,ML
13 June 2014,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"""Zaidel-Rudolph, Jeanne"", in Oxford Music Online (subscription required), retrieved 13 June 2014.",1,14,== References ==,6987592,2014-06-13,2014-06-13,ML
