time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1928–2019,CD,YEAR_REGEX_1,TIME,time_reference,"Daniel Heartz (1928–2019) was an American musicologist and professor emeritus of music at the University of California, Berkeley.",0,0,,36916305,1928-01-01,2019-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Beverly Wilcox, Ann Arbor, MI: Steglein, 2014.",1,6,== Selected bibliography ==,36916305,2014-01-01,2014-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,"John A. Rice, Hillsdale, NY: Pendragon Press, 2004.",1,7,== Selected bibliography ==,36916305,2004-01-01,2004-12-31,ML
1740-1780,JJ,YEAR_REGEX_1,TIME,time_reference,"1740-1780, New York, W. W. Norton, 1995.",1,8,== Selected bibliography ==,36916305,,,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"1740-1780, New York, W. W. Norton, 1995.",1,8,== Selected bibliography ==,36916305,1995-01-01,1995-12-31,ML
1781–1802,CD,YEAR_REGEX_1,TIME,time_reference,"1781–1802, New York, W. W. Norton, 2008.",1,9,== Selected bibliography ==,36916305,1781-01-01,1802-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,"1781–1802, New York, W. W. Norton, 2008.",1,9,== Selected bibliography ==,36916305,2008-01-01,2008-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,"Idomeneo (Neue Ausgabe sämtlicher Werke ii/5/11), Kassel, 1972.",1,10,== Selected bibliography ==,36916305,1972-01-01,1972-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,"Mozart's Operas, Berkeley: University of California Press, 1990.",0,11,== Selected bibliography ==,36916305,1990-01-01,1990-12-31,ML
1720–1780,CD,YEAR_REGEX_1,TIME,time_reference,"The Galant Style, 1720–1780,  New York: W.W. Norton, 2003.",1,12,== Selected bibliography ==,36916305,1720-01-01,1780-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"The Galant Style, 1720–1780,  New York: W.W. Norton, 2003.",1,12,== Selected bibliography ==,36916305,2003-01-01,2003-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,"Royal Printer of Music, Berkeley: University of California Press, 1969.",1,13,== Selected bibliography ==,36916305,1969-01-01,1969-12-31,ML
