entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/James_Franklin_Perry,http://dbpedia.org/ontology/Person,"James Perry,  (20 September 1923 – 23 October 2016) was an English script writer and actor.",0,0,,,,,,,2341385
person,http://dbpedia.org/resource/Screenwriter,http://dbpedia.org/ontology/Person,"James Perry,  (20 September 1923 – 23 October 2016) was an English script writer and actor.",0,0,,,,,,,2341385
person,http://dbpedia.org/resource/Father,http://dbpedia.org/ontology/Person,"He devised and co-wrote the BBC sitcoms Dad's Army (1968–77), It Ain't Half Hot Mum (1974–81), Hi-De-Hi (1980–88) and You Rang, M'Lord?",1,0,,,,,,,2341385
person,http://dbpedia.org/resource/David_Croft_(TV_producer),"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","(1988–93), all with David Croft.",2,0,,186,David Croft,22,0.9464415998912907,0.052952483931038165,2341385
person,http://dbpedia.org/resource/Adolf_Hitler,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician","Perry co-wrote the theme tune of Dad's Army, ""Who Do You Think You Are Kidding, Mr. Hitler?""",3,0,,20599,Hitler,84,0.9999969958543252,9.147987870078282E-7,2341385
person,http://dbpedia.org/resource/John_Taverner,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","along with Derek Taverner, for which Perry received an Ivor Novello Award from the British Academy of Songwriters, Composers and Authors in 1971.",4,0,,107,Taverner,17,0.9998970518729027,1.0044702660773569E-4,2341385
person,http://dbpedia.org/resource/Ivor_Allchurch,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q937857,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:SoccerPlayer","along with Derek Taverner, for which Perry received an Ivor Novello Award from the British Academy of Songwriters, Composers and Authors in 1971.",4,0,,98,Ivor,55,0.999111254703334,8.595696863060338E-4,2341385
person,http://dbpedia.org/resource/John_Taverner,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","along with Derek Taverner, for which Perry received an Ivor Novello Award from the British Academy of Songwriters, Composers and Authors in 1971.",4,0,,107,Taverner,17,0.9998970518729027,1.0044702660773569E-4,2341385
place,http://dbpedia.org/resource/Surrey,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion","Perry was born in Barnes, Surrey.",0,2,== Early life ==,15449,Surrey,26,0.8796718215990227,0.13632809418381397,2341385
place,http://dbpedia.org/resource/South_Kensington,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","His father, Arthur, was an antiques dealer, whose shop was in South Kensington, London.",1,2,== Early life ==,985,South Kensington,62,0.9915496423910432,0.005923822155566762,2341385
place,http://dbpedia.org/resource/London,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","His father, Arthur, was an antiques dealer, whose shop was in South Kensington, London.",1,2,== Early life ==,242203,London,80,0.9996980764151925,1.3403418713194029E-4,2341385
person,http://dbpedia.org/resource/King_Arthur,http://dbpedia.org/ontology/Person,"His father, Arthur, was an antiques dealer, whose shop was in South Kensington, London.",1,2,== Early life ==,,,,,,2341385
place,http://dbpedia.org/resource/Hammersmith,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","His son was educated at two independent schools, Colet Court and St Paul's School, which at the time were both based in Hammersmith in West London.",3,2,== Early life ==,2491,Hammersmith,120,0.99999735488291,2.0397480181561175E-6,2341385
place,http://dbpedia.org/resource/W_postcode_area,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion","His son was educated at two independent schools, Colet Court and St Paul's School, which at the time were both based in Hammersmith in West London.",3,2,== Early life ==,94,West London,135,0.6130269063929866,0.42349988936928296,2341385
person,http://dbpedia.org/resource/Jimmy_Perry,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",The teenage Jimmy Perry partly served as the model for the mummy's boy character Private Pike in Dad's Army.,4,2,== Early life ==,142,Jimmy Perry,12,1.0,0.0,2341385
person,http://dbpedia.org/resource/Father,http://dbpedia.org/ontology/Person,The teenage Jimmy Perry partly served as the model for the mummy's boy character Private Pike in Dad's Army.,4,2,== Early life ==,,,,,,2341385
person,http://dbpedia.org/resource/Journalist,http://dbpedia.org/ontology/Person,"He told the journalist Neil Clark, in an interview for The Daily Telegraph, that his own mother ""didn't go so far as making me wear a scarf, but she came pretty near"".",5,2,== Early life ==,,,,,,2341385
place,http://dbpedia.org/resource/Hammersmith,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement","A regular visitor to the cinemas and the theatres in Hammersmith, his school report said: ""We fear for his future"".",6,2,== Early life ==,2491,Hammersmith,53,0.9916972916724027,0.004683581701606526,2341385
person,http://dbpedia.org/resource/Comedian,http://dbpedia.org/ontology/Person,"I’m going to be a famous film star or a great comedian"", to which his father responded with the phrase ""you stupid boy"".",9,2,== Early life ==,,,,,,2341385
place,http://dbpedia.org/resource/Barnes_Common,"Schema:Place,Schema:Park,DBpedia:Place,DBpedia:Location,DBpedia:Park","He truanted, spending the whole of one summer reading Tarzan books on Barnes Common, rather than attending class.",11,2,== Early life ==,16,Barnes Common,70,0.9995348350929809,4.6538123683097606E-4,2341385
place,http://dbpedia.org/resource/Watford,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town","With the outbreak of the Second World War, his family moved to Watford just outside London, his father taking over the shop of an uncle.",13,2,== Early life ==,3013,Watford,63,0.7620059080787568,0.31163914327809294,2341385
