entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Franz_Liszt,http://dbpedia.org/ontology/Person,"Franz Liszt (German: [ˈlɪst]; Hungarian: Liszt Ferencz, in modern usage Liszt Ferenc [ˈlist ˈfɛrɛnt͡s]; 22 October 1811 – 31 July 1886) was a Hungarian composer, virtuoso pianist, conductor, music teacher, arranger, and organist of the Romantic era.",0,0,,,,,,,67379
person,http://dbpedia.org/resource/Franz_Liszt,http://dbpedia.org/ontology/Person,"Franz Liszt (German: [ˈlɪst]; Hungarian: Liszt Ferencz, in modern usage Liszt Ferenc [ˈlist ˈfɛrɛnt͡s]; 22 October 1811 – 31 July 1886) was a Hungarian composer, virtuoso pianist, conductor, music teacher, arranger, and organist of the Romantic era.",0,0,,,,,,,67379
person,http://dbpedia.org/resource/Franz_Liszt,http://dbpedia.org/ontology/Person,"Franz Liszt (German: [ˈlɪst]; Hungarian: Liszt Ferencz, in modern usage Liszt Ferenc [ˈlist ˈfɛrɛnt͡s]; 22 October 1811 – 31 July 1886) was a Hungarian composer, virtuoso pianist, conductor, music teacher, arranger, and organist of the Romantic era.",0,0,,,,,,,67379
person,http://dbpedia.org/resource/Composer,http://dbpedia.org/ontology/Person,"Franz Liszt (German: [ˈlɪst]; Hungarian: Liszt Ferencz, in modern usage Liszt Ferenc [ˈlist ˈfɛrɛnt͡s]; 22 October 1811 – 31 July 1886) was a Hungarian composer, virtuoso pianist, conductor, music teacher, arranger, and organist of the Romantic era.",0,0,,,,,,,67379
person,http://dbpedia.org/resource/Conducting,http://dbpedia.org/ontology/Person,"Franz Liszt (German: [ˈlɪst]; Hungarian: Liszt Ferencz, in modern usage Liszt Ferenc [ˈlist ˈfɛrɛnt͡s]; 22 October 1811 – 31 July 1886) was a Hungarian composer, virtuoso pianist, conductor, music teacher, arranger, and organist of the Romantic era.",0,0,,,,,,,67379
place,http://dbpedia.org/resource/Europe,"Schema:Place,Schema:Continent,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Continent",Liszt gained renown in Europe during the early nineteenth century for his prodigious virtuosic skill as a pianist.,0,1,,82142,Europe,23,0.9999713985483664,1.6799482064520835E-5,67379
person,http://dbpedia.org/resource/Franz_Liszt,http://dbpedia.org/ontology/Person,Liszt gained renown in Europe during the early nineteenth century for his prodigious virtuosic skill as a pianist.,0,1,,,,,,,67379
person,http://dbpedia.org/resource/Robert_Schumann,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","He was a friend, musical promoter and benefactor to many composers of his time, including Frédéric Chopin, Charles-Valentin Alkan, Richard Wagner, Hector Berlioz, Robert Schumann, Clara Schumann, Camille Saint-Saëns, Edvard Grieg, Ole Bull, Joachim Raff, Mikhail Glinka, and Alexander Borodin.",1,1,,3107,Robert Schumann,165,1.0,1.8106320660868757E-31,67379
person,http://dbpedia.org/resource/Clara_Schumann,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","He was a friend, musical promoter and benefactor to many composers of his time, including Frédéric Chopin, Charles-Valentin Alkan, Richard Wagner, Hector Berlioz, Robert Schumann, Clara Schumann, Camille Saint-Saëns, Edvard Grieg, Ole Bull, Joachim Raff, Mikhail Glinka, and Alexander Borodin.",1,1,,808,Clara Schumann,182,1.0,0.0,67379
person,http://dbpedia.org/resource/Edvard_Grieg,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","He was a friend, musical promoter and benefactor to many composers of his time, including Frédéric Chopin, Charles-Valentin Alkan, Richard Wagner, Hector Berlioz, Robert Schumann, Clara Schumann, Camille Saint-Saëns, Edvard Grieg, Ole Bull, Joachim Raff, Mikhail Glinka, and Alexander Borodin.",1,1,,1307,Edvard Grieg,220,1.0,1.6982087336101686E-37,67379
