entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Carl_Heinrich_Graun,http://dbpedia.org/ontology/Person,Carl Heinrich Graun (7 May 1704 – 8 August 1759) was a German composer and tenor.,0,0,,,,,,,385713
person,http://dbpedia.org/resource/Composer,http://dbpedia.org/ontology/Person,Carl Heinrich Graun (7 May 1704 – 8 August 1759) was a German composer and tenor.,0,0,,,,,,,385713
person,http://dbpedia.org/resource/Tenor,http://dbpedia.org/ontology/Person,Carl Heinrich Graun (7 May 1704 – 8 August 1759) was a German composer and tenor.,0,0,,,,,,,385713
person,http://dbpedia.org/resource/Johann_Adolph_Hasse,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Artist","Along with Johann Adolph Hasse, he is considered to be the most important German composer of Italian opera of his time.",1,0,,401,Johann Adolph Hasse,11,1.0,0.0,385713
person,http://dbpedia.org/resource/Composer,http://dbpedia.org/ontology/Person,"Along with Johann Adolph Hasse, he is considered to be the most important German composer of Italian opera of his time.",1,0,,,,,,,385713
place,http://dbpedia.org/resource/Margraviate_of_Brandenburg,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Graun was born in Wahrenbrück in the Margraviate of Brandenburg.,0,2,== Biography ==,2240,Brandenburg,53,0.9994902217309096,4.1739978637254016E-4,385713
place,"http://dbpedia.org/resource/Kreuzkirche,_Dresden","Wikidata:Q41176,Wikidata:Q1370598,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:ReligiousBuilding","In 1714, he followed his brother, Johann Gottlieb Graun, to the school of the Kreuzkirche, Dresden, and sang in the Dresdner Kreuzchor and the chorus of the Dresden Opera.",1,2,== Biography ==,84,"Kreuzkirche, Dresden",78,0.9999999999999716,0.0,385713
place,http://dbpedia.org/resource/Semperoper,"Wikidata:Q41176,Wikidata:Q24354,Schema:Place,DBpedia:Venue,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Theatre","In 1714, he followed his brother, Johann Gottlieb Graun, to the school of the Kreuzkirche, Dresden, and sang in the Dresdner Kreuzchor and the chorus of the Dresden Opera.",1,2,== Biography ==,725,Dresden Opera,157,1.0,0.0,385713
person,http://dbpedia.org/resource/Johann_Gottlieb_Graun,http://dbpedia.org/ontology/Person,"In 1714, he followed his brother, Johann Gottlieb Graun, to the school of the Kreuzkirche, Dresden, and sang in the Dresdner Kreuzchor and the chorus of the Dresden Opera.",1,2,== Biography ==,,,,,,385713
person,http://dbpedia.org/resource/Christian_Petzold_(director),"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",He studied singing with Christian Petzold and composition with Johann Christoph Schmidt.,2,2,== Biography ==,75,Christian Petzold,24,0.8656074345070783,0.15525114155250894,385713
place,http://dbpedia.org/resource/Braunschweig,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","In 1724, Graun moved to Braunschweig, singing at the opera house and writing six operas for the company.",3,2,== Biography ==,3980,Braunschweig,24,0.9246023947495147,0.081544532354709,385713
person,http://dbpedia.org/resource/Frederick_the_Great,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty","In 1735, Graun moved to Rheinsberg in Brandenburg, after he had written the opera Lo specchio della fedeltà for the marriage of the then crown prince Frederick (the Great) and Elisabeth Christine in Schloss Salzdahlum in 1733.",4,2,== Biography ==,3058,Frederick,151,1.0,3.568436820404934E-15,385713
place,http://dbpedia.org/resource/Rheinsberg,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town","In 1735, Graun moved to Rheinsberg in Brandenburg, after he had written the opera Lo specchio della fedeltà for the marriage of the then crown prince Frederick (the Great) and Elisabeth Christine in Schloss Salzdahlum in 1733.",4,2,== Biography ==,225,Rheinsberg,24,1.0,0.0,385713
