sentences,sentenceIndex,paragraphIndex,section,wikiId
Hans Dulfer (born 28 May 1940) is a Dutch jazz musician who plays tenor saxophone.,0,0,N/A,585649
"Hans Dulfer was born on 28 May 1940 in Amsterdam, Netherlands.",0,1,N/A,585649
"He began at age 17 and has been referred to as ""Big boy"" because of his album of the same name.",1,1,N/A,585649
At the end of the sixties he and Herbert Noord (Hammond organ) founded a quartet that played saxophone/organ funk.,2,1,N/A,585649
He has performed a considerable amount of cross-over jazz and jazz fusion and has also worked with Punk rockers.,3,1,N/A,585649
"He has recorded an album with saxophonist Frank Wright titled ""El Saxofón"".",4,1,N/A,585649
He has comparatively high popularity in Japan where Hyperbeat was a top-selling CD by instrumental standards.,5,1,N/A,585649
"Furthermore, Japanese film maker Masaaki Yuasa stated that he listened to Hans Dulfer's music while working on Mind Game.",6,1,N/A,585649
Hans Dulfer is the father of saxophonist Candy Dulfer and the two worked together on the album Dulfer Dulfer.,7,1,N/A,585649
==,0,2,== Discography ==,585649
Discography ==,1,2,== Discography ==,585649
"The Morning After the Third (Catfish, 1970)",0,3,== Discography ==,585649
"Candy Clouds (Catfish, 1970)",0,4,== Discography ==,585649
"El Saxofon (Catfish, 1971)",0,5,== Discography ==,585649
"Maine with Roswell Rudd  (BV Haast, 1977)",0,6,== Discography ==,585649
"I Didn't Ask (Varajazz, 1981)",0,7,== Discography ==,585649
"Big Boy (Monsters of Jazz, 1994)",0,8,== Discography ==,585649
"Express Delayed (Limetree, 1995)",0,9,== Discography ==,585649
Dig!,0,10,== Discography ==,585649
"(Monsters of Jazz, 1996)",1,10,== Discography ==,585649
"Papa's Got a Brand New Sax (EMI, 1998)",0,11,== Discography ==,585649
"Skin Deep (EMI, 1998)",0,12,== Discography ==,585649
"El Saxofon Part II (EMI, 2000)",0,13,== Discography ==,585649
"Dulfer & Dulfer (Eagle, 2002)",0,14,== Discography ==,585649
"Scissors (JJ-Tracks, 2003)",0,15,== Discography ==,585649
"Duo Dulfer Directie (Zip, 2018)",0,16,== Discography ==,585649
===,0,17,== Discography == | === As sideman ===,585649
As sideman =,1,17,== Discography == | === As sideman ===,585649
==,2,17,== Discography == | === As sideman ===,585649
With Theo Loevendie,0,18,== Discography == | === As sideman ===,585649
"Mandela (Catfish, 1970)",0,19,== Discography == | === As sideman ===,585649
Chess!,0,20,== Discography == | === As sideman ===,585649
(BASF 1972),1,20,== Discography == | === As sideman ===,585649
Theo Loevendie 4tet (Universe 1974),0,21,== Discography == | === As sideman ===,585649
Orlando (Waterland 1977)With others,0,22,== Discography == | === As sideman ===,585649
"Susanne Alt, Saxify (Venus 2016)",0,23,== Discography == | === As sideman ===,585649
"Willem Breuker, Contemporary Jazz from Holland Litany for the 14th of June 1966 (Relax 1966)",0,24,== Discography == | === As sideman ===,585649
"Herman Brood, Hooks (CBS, 1989)",0,25,== Discography == | === As sideman ===,585649
"Claw Boys Claw, Hitkillers (Megadisc, 1988)",0,26,== Discography == | === As sideman ===,585649
"Jules Deelder, De Deeldeliers (Embrace, 2012)",0,27,== Discography == | === As sideman ===,585649
"Defunkt, Allergy for the U.S. (Defunkt Music 2014)",0,28,== Discography == | === As sideman ===,585649
"Candy Dulfer, What Does It Take (N-Coded/Warlock/BMG, 1999)",0,29,== Discography == | === As sideman ===,585649
"Candy Dulfer, Live in Amsterdam (Ariola, 2001)",0,30,== Discography == | === As sideman ===,585649
"Saskia Laroo, It's Like Jazz (Laroo 1994)",0,31,== Discography == | === As sideman ===,585649
"Saskia Laroo, Jazzdance (Laroo 1996)",0,32,== Discography == | === As sideman ===,585649
"Lils Mackintosh, Black Girl (Quintessence, 1999)",0,33,== Discography == | === As sideman ===,585649
"Masayoshi Takanaka, Guitar Wonder (Eastworld, 1996)",0,34,== Discography == | === As sideman ===,585649
"Hallo Venray, The More I Laugh the Hornier Due Gets! (Van, 1992)",0,35,== Discography == | === As sideman ===,585649
"Henk Westbroek, Vrij (Columbia, 1994)",0,36,== Discography == | === As sideman ===,585649
==,0,37,== References ==,585649
References ==,1,37,== References ==,585649
==,0,38,== External links ==,585649
External links ==,1,38,== External links ==,585649
Hans Dulfer (official website),0,39,== External links ==,585649
Hans Dulfer (official Japanese website),0,40,== External links ==,585649
