time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
4 October 1999,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Mauro Román Monzón (born 4 October 1999), known by his stage name Lit Killah, is an Argentine rapper, singer and streamer.",0,0,,66010527
2016 and 2017,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He is known for his participation in freestyle rap battles, he has participated in local competitions in Argentina such as the renowned ""El Quinto Escalón"" where he competed during 2016 and 2017.",1,0,,66010527
2018,CD,YEAR_REGEX_1,TIME,time_reference,"In 2018 he started competing in the international freestyle rap competition called ""God Level"".",2,0,,66010527
2018,CD,YEAR_REGEX_1,TIME,time_reference,"His popularity began to grow when in 2018 he released his single ""Apaga el Celular"".",0,1,,66010527
2020,CD,YEAR_REGEX_1,TIME,time_reference,"In 2020 he released his most successful single called ""Flexin '"" with Argentine producer Bizarrap, both songs exceed 100 million views on YouTube.",1,1,,66010527
2017-2021,CD,YEAR_REGEX_1,TIME,time_reference,Beginnings and first successes (2017-2021),1,3,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
2016,CD,YEAR_REGEX_1,TIME,time_reference,"Lit Killah started in the world of rap thanks to freestyle battles, one of his first battles was against Duki in 2016, Lit Killah won the battles thanks to the rhyme ""Brisa"", the battle was one of the most viewed on YouTube at that time year.",0,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"Lit Killah started in the world of rap thanks to freestyle battles, one of his first battles was against Duki in 2016, Lit Killah won the battles thanks to the rhyme ""Brisa"", the battle was one of the most viewed on YouTube at that time year.",0,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
year,NN,TIME_UNIT_REGEX,TIME,time_reference,"In that same year he competed in ""El Quinto Escalón"" but did not win in that year, in 2017, Lit Killah managed to win his first competition in ""El Quinto Escalón"".",1,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
that year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"In that same year he competed in ""El Quinto Escalón"" but did not win in that year, in 2017, Lit Killah managed to win his first competition in ""El Quinto Escalón"".",1,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
2017,CD,YEAR_REGEX_1,TIME,time_reference,"In that same year he competed in ""El Quinto Escalón"" but did not win in that year, in 2017, Lit Killah managed to win his first competition in ""El Quinto Escalón"".",1,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
the end of 2017,DT NN IN CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,"At the end of 2017, and coinciding with his birthday, he published his first single entitled ""De$troy"", a production faithful to the style demonstrated by Monzón in their previous encounters in freestyle battles.",2,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
18 years old,CD NNS JJ,DIGIT_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,"At just 18 years old, he signed a contract with Warner Music Argentina and starting 2018 he launched ""Apaga el Celular"", a song totally oriented to a melodic trap, whose official video clip already exceeds 100 million visits on YouTube.",3,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
2018,CD,YEAR_REGEX_1,TIME,time_reference,"At just 18 years old, he signed a contract with Warner Music Argentina and starting 2018 he launched ""Apaga el Celular"", a song totally oriented to a melodic trap, whose official video clip already exceeds 100 million visits on YouTube.",3,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
April 23,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"He subsequently released more singles, also featured as a guest artist on the song ""Una Vez Más"" of Numa, released on April 23.",4,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
the following June,DT JJ NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 MONTH_REGEX,MODIFIER MODIFIER TIME,time_reference,Jester released the following June had more than 20 million views in the first month since its premiere on YouTube.,5,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
the first month,DT JJ NN,PREFIX_REGEX_1 ORDINAL_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,Jester released the following June had more than 20 million views in the first month since its premiere on YouTube.,5,4,== Career == | === Beginnings and first successes (2017-2021) ===,66010527
2021-present,JJ,YEAR_REGEX_1,TIME,time_reference,=== MAWZ (2021-present),0,5,== Career == | === MAWZ (2021-present) ===,66010527
"August 19 , 2021","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On August 19, 2021 Lit Killah released his debut studio album MAWZ with the participation of Argentine artists such as Duki, Khea, María Becerra, Tiago PZK, FMK and Rusherking and it was also produced by Argentine producers Oniria and Big One.",0,6,== Career == | === MAWZ (2021-present) ===,66010527
