time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
1966,CD,YEAR_REGEX_1,TIME,time_reference,"Mary ""Holly"" Holladay Lamar (born 1966 in Atlanta, Georgia) is an American country music singer-songwriter.",0,0,,32381333
2002,CD,YEAR_REGEX_1,TIME,time_reference,"In 2002, Lamar was one of the first artists signed to Universal South.",3,0,,32381333
2002 and 2003,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"Between 2002 and 2003, she had two singles on the Billboard Hot Country Singles & Tracks chart.",4,0,,32381333
the Days,DT NNP,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"The first, ""These Are the Days"", was previously recorded by Jo Dee Messina on her 2000 album Burn.",5,0,,32381333
previously,RB,TIMELINE_REGEX,TIME,time_reference,"The first, ""These Are the Days"", was previously recorded by Jo Dee Messina on her 2000 album Burn.",5,0,,32381333
2000,CD,YEAR_REGEX_1,TIME,time_reference,"The first, ""These Are the Days"", was previously recorded by Jo Dee Messina on her 2000 album Burn.",5,0,,32381333
2012,CD,YEAR_REGEX_1,TIME,time_reference,"Lamar appeared on the BBC daytime TV show Homes Under the Hammer, first broadcast in 2012.",0,2,== Personal life ==,32381333
2014,CD,YEAR_REGEX_1,TIME,time_reference,"In 2014, Lamar lost US$600,000 in a fake investment scam, which, she said, left her ""on the brink of bankruptcy"".",0,3,== Personal life ==,32381333
October 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In October 2018, Lamar pleaded guilty in England to two offences relating to the illegal possession of a wild and unregistered peregrine falcon and received an 18-week sentence for each, suspended for 12 months, as well as being sentenced to 120 hours of community service.",1,3,== Personal life ==,32381333
12 months,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"In October 2018, Lamar pleaded guilty in England to two offences relating to the illegal possession of a wild and unregistered peregrine falcon and received an 18-week sentence for each, suspended for 12 months, as well as being sentenced to 120 hours of community service.",1,3,== Personal life ==,32381333
120 hours,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"In October 2018, Lamar pleaded guilty in England to two offences relating to the illegal possession of a wild and unregistered peregrine falcon and received an 18-week sentence for each, suspended for 12 months, as well as being sentenced to 120 hours of community service.",1,3,== Personal life ==,32381333
1981,CD,YEAR_REGEX_1,TIME,time_reference,"She was also banned from owning or being in possession of any birds classed as ""Schedule 4"" of the Wildlife and Countryside Act 1981 which are birds that must be registered and ringed if kept in captivity.",2,3,== Personal life ==,32381333
