time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"March 4 , 1996","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Go Tae-seob (Korean: 고태섭; born March 4, 1996), professionally known as Holland (Korean: 홀랜드), is a South Korean singer.",0,0,,57849522
January 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"Holland made his debut in January 2018, with the release of the single ""Neverland"".",1,0,,57849522
"January 21 , 2018","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Holland released his debut single, ""Neverland"", on January 21, 2018.",2,4,== Career ==,57849522
20 hours,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,Its music video accumulated over 1 million views in 20 hours.,3,4,== Career ==,57849522
June 6,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"He returned on June 6 with his next single, ""I'm Not Afraid"".",5,4,== Career ==,57849522
July 17,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"His third single, ""I'm So Afraid"", was released on July 17.",7,4,== Career ==,57849522
September 6,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"On September 6, Holland launched a crowdfunding campaign to help fund his first mini-album.",8,4,== Career ==,57849522
the first 24 hours,DT JJ CD NNS,PREFIX_REGEX_1 ORDINAL_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL NUMERAL TIME,time_reference,"He raised US$40,000 in the first 24 hours.",9,4,== Career ==,57849522
"March 19 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On March 19, 2019, Holland announced his self-titled mini album, Holland, and the tracks ""Nar_C"" and ""Up"" on his Twitter and Instagram pages.",10,4,== Career ==,57849522
March 31,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,The album was released on March 31.,11,4,== Career ==,57849522
"July 8 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On July 8, 2019, Holland announced plans for his first tour via social media.",0,5,== Career ==,57849522
November 1,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"Later on November 1, Holland  announced his first tour titled ""Holland: Invitation from Neverland"".",1,5,== Career ==,57849522
Months,NNS,TIME_UNIT_REGEX,TIME,time_reference,"Months after releasing his debut mini album, Holland started teasing his next single ""Loved You Better"" on his social media platforms starting December 2, 2019.",4,5,== Career ==,57849522
"December 2 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Months after releasing his debut mini album, Holland started teasing his next single ""Loved You Better"" on his social media platforms starting December 2, 2019.",4,5,== Career ==,57849522
December 11,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,The song and music video were released on December 11.,5,5,== Career ==,57849522
2018,CD,YEAR_REGEX_1,TIME,time_reference,"He was a photography major at Seoul Institute of Arts, but dropped out after his debut in 2018.",5,7,== Personal life ==,57849522
about two years,IN CD NNS,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,"In the end, he produced his first single with the money he saved from his part-time job for about two years without his agency.",8,7,== Personal life ==,57849522
