URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Isle_of_Lewis,1335.0,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Lewis,0.0,0.6545840415141219,0.3916669353009137,place,"Lewis Barry Tabackin (born March 26, 1940) is an American jazz tenor saxophonist and flutist.",0,0,,2612142
http://dbpedia.org/resource/United_States,551746.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,49.0,0.8869375953296776,0.1258723412692602,place,"Lewis Barry Tabackin (born March 26, 1940) is an American jazz tenor saxophonist and flutist.",0,0,,2612142
http://dbpedia.org/resource/Tenor_saxophone,,http://dbpedia.org/ontology/Person,,,,,person,"Lewis Barry Tabackin (born March 26, 1940) is an American jazz tenor saxophonist and flutist.",0,0,,2612142
http://dbpedia.org/resource/Toshiko_Akiyoshi,617.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Toshiko Akiyoshi,25.0,1.0,0.0,person,He is married to pianist Toshiko Akiyoshi with whom he has co-led large ensembles since the 1970s.,1,0,,2612142
http://dbpedia.org/resource/Toshiko_Akiyoshi,617.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Toshiko Akiyoshi,25.0,1.0,0.0,person,He is married to pianist Toshiko Akiyoshi with whom he has co-led large ensembles since the 1970s.,1,0,,2612142
http://dbpedia.org/resource/Tenor_saxophone,,http://dbpedia.org/ontology/Person,,,,,person,"Tabackin started learning flute at age 12, followed by tenor saxophone at age 15.",0,2,== Biography ==,2612142
http://dbpedia.org/resource/Al_Cohn,485.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Al Cohn,13.0,1.0,0.0,person,"He has cited Al Cohn and Coleman Hawkins as influences on saxophone, while his flute role models include classical players such as William Kincaid, Julius Baker, and Jean-Pierre Rampal.",1,2,== Biography ==,2612142
http://dbpedia.org/resource/Coleman_Hawkins,1043.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Coleman Hawkins,25.0,1.0,0.0,person,"He has cited Al Cohn and Coleman Hawkins as influences on saxophone, while his flute role models include classical players such as William Kincaid, Julius Baker, and Jean-Pierre Rampal.",1,2,== Biography ==,2612142
http://dbpedia.org/resource/William_Kincaid,16.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Artist",William Kincaid,131.0,0.999997466584202,2.5333210639159003e-06,person,"He has cited Al Cohn and Coleman Hawkins as influences on saxophone, while his flute role models include classical players such as William Kincaid, Julius Baker, and Jean-Pierre Rampal.",1,2,== Biography ==,2612142
http://dbpedia.org/resource/Julius_Baker,64.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Julius Baker,148.0,1.0,0.0,person,"He has cited Al Cohn and Coleman Hawkins as influences on saxophone, while his flute role models include classical players such as William Kincaid, Julius Baker, and Jean-Pierre Rampal.",1,2,== Biography ==,2612142
