types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Punk_fashion,punk,268,69,0.6883267239909225,0.3928505040825423,0,6,== Subcultural associations ==
http://dbpedia.org/class/yago/WikicatHairstyles,http://dbpedia.org/resource/Punk_fashion,punk,268,69,0.6883267239909225,0.3928505040825423,0,6,== Subcultural associations ==
http://dbpedia.org/class/yago/BodyCovering105237755,http://dbpedia.org/resource/Punk_fashion,punk,268,69,0.6883267239909225,0.3928505040825423,0,6,== Subcultural associations ==
http://dbpedia.org/class/yago/Covering109257949,http://dbpedia.org/resource/Punk_fashion,punk,268,69,0.6883267239909225,0.3928505040825423,0,6,== Subcultural associations ==
http://dbpedia.org/class/yago/Hair105254795,http://dbpedia.org/resource/Punk_fashion,punk,268,69,0.6883267239909225,0.3928505040825423,0,6,== Subcultural associations ==
http://dbpedia.org/class/yago/Hairdo105256862,http://dbpedia.org/resource/Punk_fashion,punk,268,69,0.6883267239909225,0.3928505040825423,0,6,== Subcultural associations ==
http://dbpedia.org/class/yago/NaturalObject100019128,http://dbpedia.org/resource/Punk_fashion,punk,268,69,0.6883267239909225,0.3928505040825423,0,6,== Subcultural associations ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Punk_fashion,punk,268,69,0.6883267239909225,0.3928505040825423,0,6,== Subcultural associations ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Punk_fashion,punk,268,69,0.6883267239909225,0.3928505040825423,0,6,== Subcultural associations ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Punk_fashion,punk,268,69,0.6883267239909225,0.3928505040825423,0,6,== Subcultural associations ==
