types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Antiqua_(typeface_class),Antiqua,105,48,0.990406825142196,0.0,0,4,== Career ==
http://dbpedia.org/class/yago/WrittenSymbol106817623,http://dbpedia.org/resource/Antiqua_(typeface_class),Antiqua,105,48,0.990406825142196,0.0,0,4,== Career ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Antiqua_(typeface_class),Antiqua,105,48,0.990406825142196,0.0,0,4,== Career ==
http://dbpedia.org/class/yago/Character106818970,http://dbpedia.org/resource/Antiqua_(typeface_class),Antiqua,105,48,0.990406825142196,0.0,0,4,== Career ==
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Antiqua_(typeface_class),Antiqua,105,48,0.990406825142196,0.0,0,4,== Career ==
http://dbpedia.org/class/yago/Font106825399,http://dbpedia.org/resource/Antiqua_(typeface_class),Antiqua,105,48,0.990406825142196,0.0,0,4,== Career ==
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Antiqua_(typeface_class),Antiqua,105,48,0.990406825142196,0.0,0,4,== Career ==
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Antiqua_(typeface_class),Antiqua,105,48,0.990406825142196,0.0,0,4,== Career ==
http://dbpedia.org/class/yago/Type106825120,http://dbpedia.org/resource/Antiqua_(typeface_class),Antiqua,105,48,0.990406825142196,0.0,0,4,== Career ==
http://dbpedia.org/class/yago/WikicatTypefaces,http://dbpedia.org/resource/Antiqua_(typeface_class),Antiqua,105,48,0.990406825142196,0.0,0,4,== Career ==
