types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/WikicatGreek-languageFilms,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/WikicatGreekFilms,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/WikicatRomanticDramaFilms,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Wikicat1960sRomanticDramaFilms,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
http://dbpedia.org/class/yago/Wikicat1969Films,http://dbpedia.org/resource/Agonia_(1969_film),Agonia,5,30,0.999999990565243,0.0,0,36,== Discography ==
