types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAsteroidSurveys,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/WikicatAstronomicalSurveys,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/WikicatAstronomyProjects,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Work100575741,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/WikicatNASAPrograms,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Examination100635850,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Investigation100633864,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Plan105898568,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Program105899087,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/SpaceProgram105900716,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Survey100644503,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/System105661996,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/Undertaking100795720,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
http://dbpedia.org/class/yago/WikicatSpacePrograms,http://dbpedia.org/resource/Catalina_Sky_Survey,CSS,52970,77,0.8734457348324025,0.1444220261288947,5,10,== Music career == | === 2010–12: International breakthrough ===
