types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/House107971449,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/Kin107969695,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/Lineage108101937,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/Family107970721,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/Genealogy108102402,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/Royalty108153437,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/WikicatEuropeanRoyalFamilies,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
http://dbpedia.org/class/yago/WikicatFamilyTrees,http://dbpedia.org/resource/Capetian_House_of_Anjou,Anjou,861,139,0.9978061393555474,0.0016875644216987,0,18,== Wars abroad == | === War of the Sicilian Vespers ===
