types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/WikicatMovieFilmFormats,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/Format106636806,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
http://dbpedia.org/class/yago/WikicatFilmTechniques,http://dbpedia.org/resource/VistaVision,VistaVision,193,10,0.999999973471994,0.0,1,37,== Filmography ==
