types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/ontology/Newspaper,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/WikicatDailyNewspapersPublishedInTheUnitedStates,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/WikicatPublicationsEstablishedIn1884,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Newspaper106267145,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Press106263369,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/PrintMedia106263609,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/WikicatEnglish-languageNewspapers,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/WikicatNewspapersPublishedInFlorida,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
http://dbpedia.org/class/yago/WikicatNewspapersPublishedInTheUnitedStates,http://dbpedia.org/resource/Tampa_Bay_Times,Saint Petersburg Times,2126,450,1.0,0.0,0,13,"== Father, family, and death =="
