types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/ontology/Insect,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/WikicatPrimateGenera,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://umbel.org/umbel/rc/Animal,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://umbel.org/umbel/rc/BiologicalLivingObject,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://umbel.org/umbel/rc/EukaryoticCell,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://umbel.org/umbel/rc/Mammal,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/WikicatMammalGenera,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/BiologicalGroup107941170,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/Genus105845013,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/Genus108108972,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/MammalGenus101864707,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
http://dbpedia.org/class/yago/TaxonomicGroup107992450,http://dbpedia.org/resource/Chimpanzee,Chimpanzee,3201,113,0.9999998426073216,1.0879414078031529e-07,12,9,== Career == | === 2011–2014: A.N.T. Farm and the McClain Sisters ===
