types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Work100575741,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/WikicatMedicalTreatments,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/WikicatRespiratorySystemProcedures,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Care100654885,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Engagement101239064,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/GroupAction101080366,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Intervention101240210,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Procedure101023820,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Service100577525,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/Treatment100658082,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
http://dbpedia.org/class/yago/WikicatEmergencyMedicalServices,http://dbpedia.org/resource/Mechanical_ventilation,PEEP,625,67,0.999908917216798,9.109040423057163e-05,2,4,== Music career ==
