types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/WikicatMythologicalKingsOfArcadia,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/HeadOfState110164747,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/King110231515,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/Negotiator110351874,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/Representative110522035,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/Ruler110541229,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/Sovereign110628644,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Arcas,Arcas,115,16,0.9999619456897884,3.458476725041749e-05,0,75,== List of works ==
