types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/WikicatCertificateAuthorities,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/Authority105196582,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/Control105196375,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/Power105190804,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/Quality104723816,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/WikicatGOSTStandards,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
http://dbpedia.org/class/yago/WikicatStandards,http://dbpedia.org/resource/GOST,gost,297,19,0.9989473962346666,0.0010537129074026,0,12,== Discography ==
