types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/WikicatJapaneseCrafts,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/ArtisticMovement108466643,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/Occupation100582388,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
http://dbpedia.org/class/yago/Trade100606370,http://dbpedia.org/resource/Kintsugi,Kintsukuroi,34,69,0.9999990626158552,0.0,7,2,== Biography ==
