types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/WikicatCulturalTrends,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/Direction108679972,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/Line108593262,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/Path108616311,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
http://dbpedia.org/class/yago/Tendency108681777,http://dbpedia.org/resource/Retro_style,retro style,804,30,1.0,0.0,16,7,== Career == | === 2009–2013: Career beginnings ===
