types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/WikicatComposers,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Composer,composer,22686,86,0.7466415593754026,0.1472744015839621,"Tatsuya Oe (オオエタツヤ, Ōe Tatsuya) (born 1969) is a New York-based Japanese composer, recording artist, music producer, and DJ, best known for the moniker of Captain Funk.",0,0,
