types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Billboard_200,pop chart,26082,56,0.6623215274316376,0.4828740459379123,3,8,== Songwriting ==
http://dbpedia.org/class/yago/WikicatAmericanRecordCharts,http://dbpedia.org/resource/Billboard_200,pop chart,26082,56,0.6623215274316376,0.4828740459379123,3,8,== Songwriting ==
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Billboard_200,pop chart,26082,56,0.6623215274316376,0.4828740459379123,3,8,== Songwriting ==
http://dbpedia.org/ontology/City,http://dbpedia.org/resource/Billboard_200,pop chart,26082,56,0.6623215274316376,0.4828740459379123,3,8,== Songwriting ==
http://dbpedia.org/class/yago/WikicatBillboardCharts,http://dbpedia.org/resource/Billboard_200,pop chart,26082,56,0.6623215274316376,0.4828740459379123,3,8,== Songwriting ==
http://dbpedia.org/class/yago/WikicatRecordCharts,http://dbpedia.org/resource/Billboard_200,pop chart,26082,56,0.6623215274316376,0.4828740459379123,3,8,== Songwriting ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Billboard_200,pop chart,26082,56,0.6623215274316376,0.4828740459379123,3,8,== Songwriting ==
http://dbpedia.org/class/yago/Chart106999802,http://dbpedia.org/resource/Billboard_200,pop chart,26082,56,0.6623215274316376,0.4828740459379123,3,8,== Songwriting ==
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Billboard_200,pop chart,26082,56,0.6623215274316376,0.4828740459379123,3,8,== Songwriting ==
http://dbpedia.org/class/yago/VisualCommunication106873252,http://dbpedia.org/resource/Billboard_200,pop chart,26082,56,0.6623215274316376,0.4828740459379123,3,8,== Songwriting ==
