types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/WikicatFictionalCharacters,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/WikicatFictionalConceptsInComics,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
http://dbpedia.org/class/yago/WikicatStockCharacters,http://dbpedia.org/resource/Supervillain,Supervillain,1974,25,0.9999999999989484,0.0,0,52,== Bibliography ==
