types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Occupation100582388,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/WikicatOccupations,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/WikicatSportsOccupationsAndRoles,http://dbpedia.org/resource/Personal_trainer,trainer,509,57,0.6553955146436077,0.4976109486405356,5,10,== Biography == | === Personal life ===
