types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/class/yago/WikicatComposers,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Composer,composer,22686,111,0.9001694851309398,0.0971207091719648,"Gabriel Julio Fernández Capello (born (1964-07-24)July 24, 1964 in Buenos Aires, Argentina) is a musician and composer better known by his stage name Vicentico.",0,0,
