types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/Workman110791221,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/Dwarf110040344,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/Employee110053808,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/Laborer110241300,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/Miner110319796,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/SmallPerson110613505,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/WikicatFictionalDwarves,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
http://dbpedia.org/class/yago/WikicatFictionalMiners,http://dbpedia.org/resource/Seven_Dwarfs,The Dwarfs,382,171,1.0,0.0,8,5,== Work ==
