types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/WritingStyle107092158,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/WikicatLiteraryGenres,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/WikicatLiteraryMovements,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/Motion100331950,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Proletarian_literature,proletarian,207,60,0.7060572971432314,0.4143124041432048,2,7,== Life == | === Musicology ===
