types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/WikicatAmericanChoreographers,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/WikicatAmericanLatterDaySaints,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/WikicatAmericanMaleDancers,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/ontology/FigureSkater,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/Choreographer109920283,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/Dancer109989502,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/GoodPerson110138767,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/Saint110546850,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Buddy_Schwimmer,Buddy Schwimmer,15,78,1.0,0.0,2,5,== Career ==
