types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Turn_Back_the_Hands_of_Time,Turn Back The Hands Of Time,11,90,1.0,0.0,1,0,
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Turn_Back_the_Hands_of_Time,Turn Back The Hands Of Time,11,90,1.0,0.0,1,0,
http://dbpedia.org/class/yago/WikicatBillboardHotR&B/Hip-HopSongsNumber-oneSingles,http://dbpedia.org/resource/Turn_Back_the_Hands_of_Time,Turn Back The Hands Of Time,11,90,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Turn_Back_the_Hands_of_Time,Turn Back The Hands Of Time,11,90,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Turn_Back_the_Hands_of_Time,Turn Back The Hands Of Time,11,90,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Turn_Back_the_Hands_of_Time,Turn Back The Hands Of Time,11,90,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Turn_Back_the_Hands_of_Time,Turn Back The Hands Of Time,11,90,1.0,0.0,1,0,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Turn_Back_the_Hands_of_Time,Turn Back The Hands Of Time,11,90,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Turn_Back_the_Hands_of_Time,Turn Back The Hands Of Time,11,90,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Wikicat1970Singles,http://dbpedia.org/resource/Turn_Back_the_Hands_of_Time,Turn Back The Hands Of Time,11,90,1.0,0.0,1,0,
