types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/WikicatJazzClubs,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/WikicatJazzClubsInNewYork,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/Club108227214,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Birdland_(New_York_jazz_club),Birdland Jazz Club,418,91,0.9999999999998864,0.0,1,9,== Career ==
