types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/Workman110791221,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/Dwarf110040344,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/Employee110053808,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/Laborer110241300,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/Miner110319796,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/SmallPerson110613505,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/WikicatFictionalDwarves,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
http://dbpedia.org/class/yago/WikicatFictionalMiners,http://dbpedia.org/resource/Seven_Dwarfs,bashful,382,41,0.9983595616528336,0.0014192654455825,8,11,== Music career == | === Solo years ===
