types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Concept,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/ontology/Fashion,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/class/yago/BodyCovering105237755,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/class/yago/Covering109257949,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/class/yago/Hair105254795,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/class/yago/Hairdo105256862,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/class/yago/NaturalObject100019128,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/class/yago/WikicatHairstyles,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Bowl_cut,bowl cut,34,39,1.0,0.0,0,13,== Cultural legacy ==
