types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/WikicatWestEndMusicals,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Musical107019172,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Play107018931,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
http://dbpedia.org/class/yago/Wikicat1965Musicals,http://dbpedia.org/resource/The_Passion_Flower_Hotel,The Passion Flower Hotel,19,49,1.0,0.0,0,5,== Career ==
