types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/LegendaryCreature109487022,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Loanblend106293229,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Monster109491966,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/MythicalBeing109484664,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/MythicalMonster109492123,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Fairy109540430,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/WikicatGermanicLegendaryCreatures,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/WikicatIrishLegendaryCreatures,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/WikicatMythologicalHumanHybrids,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/WikicatLegendaryCreatures,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/WaterSprite109546772,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/WikicatScottishLegendaryCreatures,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/WikicatWaterSpirits,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Selkie,Selkie,189,50,0.9999999999995168,4.580251112081214e-13,0,16,== Career == | === Soundtracks and film work ===
