types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/WikicatInternationalFilmFestivals,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://umbel.org/umbel/rc/Event,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://umbel.org/umbel/rc/Festival,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/WikicatRecurringEventsEstablishedIn1997,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/Celebration100428000,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/Festival100517728,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/FilmFestival100517418,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Zanzibar_International_Film_Festival,ZIFF,121,22,0.9999972553378746,0.0,0,0,
