types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Wordbook106418693,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/WikicatSailingRigsAndRigging,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Book106410904,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Equipment103294048,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Gear103430959,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Glossary106420781,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/ReferenceBook106417598,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Rig104091097,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/WikicatGlossaries,http://dbpedia.org/resource/Glossary_of_nautical_terms,dead rise,3328,453,0.999999998513772,0.0,16,15,== Career == | === 2000s ===
