types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Indication106797169,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Novel106367879,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Ordering108456993,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Arrangement107938773,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Evidence106643408,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/History106514093,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/WikicatChildren'sFantasyNovels,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/WikicatTheUnderlandChronicles,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Series108457976,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Record106647206,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/WikicatAmericanChildren'sNovels,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/The_Underland_Chronicles,Underland,173,0,0.9999959521611927,1.937699330910928e-06,0,59,== Bibliography == | ==== The Victor Renquist Quartet ====
