types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/WikicatAutonomousCountrySubdivisions,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/WikicatAutonomousRegions,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/WikicatIslandCountries,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/WikicatNUTS1StatisticalRegionsOfTheUnitedKingdom,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/WikicatScots-speakingCountriesAndTerritories,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/Country108544813,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/Region108630039,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/Subdivision108674251,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
http://dbpedia.org/class/yago/WikicatEnglish-speakingCountriesAndTerritories,http://dbpedia.org/resource/Scotland,Scottish Album Charts,104399,58,0.9999999999999716,0.0,1,16,== Music career == | === 2007–2012: Drastic Fantastic and Tiger Suit ===
