types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/WikicatBiblicalBooks,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/WikicatBooksAdaptedIntoFilms,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/WikicatDeuterocanonicalBooks,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/WikicatSaintsOfTheGoldenLegend,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Book106410904,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/GoodPerson110138767,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Saint110546850,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Book_of_Judith,Judith,645,20,0.7144592082061142,0.3625786535748309,0,0,
