types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAwardsEstablishedIn1961,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/WikicatRadioAwards,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/WikicatOnlineAwards,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/WikicatSwissAwards,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/WikicatTelevisionAwards,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
http://dbpedia.org/class/yago/WikicatTelevisionFestivals,http://dbpedia.org/resource/Rose_d'Or,Rose D'or,284,0,1.0,0.0,1,158,== Awards ==
