types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAction-adventureGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatApocalypticVideoGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatPlayStation2Games,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatPlayStationGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatDarkFantasyVideoGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatDemonVideoGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatDreamcastGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatVampireVideoGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatWindowsGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatXboxGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Arrangement107938773,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/ComputerGame100458890,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Game100430606,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Game100456199,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Ordering108456993,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Series108457976,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/Wikicat1996VideoGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatEidosInteractiveGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
http://dbpedia.org/class/yago/WikicatNintendoGameCubeGames,http://dbpedia.org/resource/Legacy_of_Kain,Janos Audron,498,25,1.0,0.0,1,2,
