types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/Wordbook106418693,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/Book106410904,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/Glossary106420781,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/ReferenceBook106417598,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/WikicatGlossaries,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
http://dbpedia.org/class/yago/WikicatGlossariesOfCollecting,http://dbpedia.org/resource/Glossary_of_numismatics,Variety,159,84,0.7924257179742772,0.2339032796825151,0,1,
