types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/WikicatHorrorFilmDirectors,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/WikicatBritishPeople,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/WikicatDirectors,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Administrator109770949,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Director110014939,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/FilmDirector110088200,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/FilmMaker110088390,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Head110162991,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Producer110480018,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Screenwriter110564400,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Scriptwriter110564905,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/WikicatEnglishActors,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/WikicatEnglishFilmDirectors,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/WikicatEnglishMusicVideoDirectors,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
http://dbpedia.org/class/yago/WikicatEnglishScreenwriters,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,28,18,1.0,0.0,25,5,== Career ==
