types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatHazardousMotorVehicleActivities,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/BasicCognitiveProcess105701944,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Discrimination105748054,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Fad105751173,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Fashion105750657,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Process105701363,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Taste105749619,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Vogue105750163,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
http://dbpedia.org/class/yago/Wikicat2000sFadsAndTrends,http://dbpedia.org/resource/Ghost_riding,Ghost Ride It,29,29,1.0,0.0,2,8,== Musical career ==
