types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatImperialUnits,http://dbpedia.org/resource/Rack_unit,Rack Unit,118,31,1.0,0.0,0,71,== Musical equipment ==
http://dbpedia.org/class/yago/WikicatUnitsOfLength,http://dbpedia.org/resource/Rack_unit,Rack Unit,118,31,1.0,0.0,0,71,== Musical equipment ==
http://dbpedia.org/class/yago/WikicatUnitsOfMeasurement,http://dbpedia.org/resource/Rack_unit,Rack Unit,118,31,1.0,0.0,0,71,== Musical equipment ==
http://dbpedia.org/class/yago/WikicatMechanicalStandards,http://dbpedia.org/resource/Rack_unit,Rack Unit,118,31,1.0,0.0,0,71,== Musical equipment ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Rack_unit,Rack Unit,118,31,1.0,0.0,0,71,== Musical equipment ==
http://dbpedia.org/class/yago/DefiniteQuantity113576101,http://dbpedia.org/resource/Rack_unit,Rack Unit,118,31,1.0,0.0,0,71,== Musical equipment ==
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Rack_unit,Rack Unit,118,31,1.0,0.0,0,71,== Musical equipment ==
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/Rack_unit,Rack Unit,118,31,1.0,0.0,0,71,== Musical equipment ==
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/Rack_unit,Rack Unit,118,31,1.0,0.0,0,71,== Musical equipment ==
http://dbpedia.org/class/yago/UnitOfMeasurement113583724,http://dbpedia.org/resource/Rack_unit,Rack Unit,118,31,1.0,0.0,0,71,== Musical equipment ==
