types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/IFC_Center,IFC center,118,63,0.9953771449482692,0.0046443250934414,2,5,== Career ==
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/IFC_Center,IFC center,118,63,0.9953771449482692,0.0046443250934414,2,5,== Career ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/IFC_Center,IFC center,118,63,0.9953771449482692,0.0046443250934414,2,5,== Career ==
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/IFC_Center,IFC center,118,63,0.9953771449482692,0.0046443250934414,2,5,== Career ==
http://dbpedia.org/class/yago/Film106262567,http://dbpedia.org/resource/IFC_Center,IFC center,118,63,0.9953771449482692,0.0046443250934414,2,5,== Career ==
http://dbpedia.org/ontology/Venue,http://dbpedia.org/resource/IFC_Center,IFC center,118,63,0.9953771449482692,0.0046443250934414,2,5,== Career ==
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/IFC_Center,IFC center,118,63,0.9953771449482692,0.0046443250934414,2,5,== Career ==
http://dbpedia.org/class/yago/WikicatCinemasAndMovieTheatersInManhattan,http://dbpedia.org/resource/IFC_Center,IFC center,118,63,0.9953771449482692,0.0046443250934414,2,5,== Career ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/IFC_Center,IFC center,118,63,0.9953771449482692,0.0046443250934414,2,5,== Career ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/IFC_Center,IFC center,118,63,0.9953771449482692,0.0046443250934414,2,5,== Career ==
