types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Prostitution,Harlots,11394,63,0.9999999505436687,4.830207710337074e-08,8,24,== Bands == | === Munly and The Lee Lewis Harlots ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Prostitution,Harlots,11394,63,0.9999999505436687,4.830207710337074e-08,8,24,== Bands == | === Munly and The Lee Lewis Harlots ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Prostitution,Harlots,11394,63,0.9999999505436687,4.830207710337074e-08,8,24,== Bands == | === Munly and The Lee Lewis Harlots ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Prostitution,Harlots,11394,63,0.9999999505436687,4.830207710337074e-08,8,24,== Bands == | === Munly and The Lee Lewis Harlots ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Prostitution,Harlots,11394,63,0.9999999505436687,4.830207710337074e-08,8,24,== Bands == | === Munly and The Lee Lewis Harlots ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Prostitution,Harlots,11394,63,0.9999999505436687,4.830207710337074e-08,8,24,== Bands == | === Munly and The Lee Lewis Harlots ===
http://dbpedia.org/class/yago/Euphemism106605046,http://dbpedia.org/resource/Prostitution,Harlots,11394,63,0.9999999505436687,4.830207710337074e-08,8,24,== Bands == | === Munly and The Lee Lewis Harlots ===
http://dbpedia.org/class/yago/Saying107151380,http://dbpedia.org/resource/Prostitution,Harlots,11394,63,0.9999999505436687,4.830207710337074e-08,8,24,== Bands == | === Munly and The Lee Lewis Harlots ===
http://dbpedia.org/class/yago/Speech107109196,http://dbpedia.org/resource/Prostitution,Harlots,11394,63,0.9999999505436687,4.830207710337074e-08,8,24,== Bands == | === Munly and The Lee Lewis Harlots ===
http://dbpedia.org/class/yago/WikicatEuphemisms,http://dbpedia.org/resource/Prostitution,Harlots,11394,63,0.9999999505436687,4.830207710337074e-08,8,24,== Bands == | === Munly and The Lee Lewis Harlots ===
