types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/WikicatCooperatives,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/WikicatCorporations,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/Business108061042,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/CommercialEnterprise108065093,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/Cooperative101100877,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/Corporation108059412,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/Enterprise108056231,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/Firm108059870,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Societas_Europaea,European companies,170,86,1.0,0.0,2,13,== Biography == | === Emergence as a leader (1975 to 1979) ===
