types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/WikicatAmericanHistorians,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/WikicatAmericanWriters,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/WikicatGuggenheimFellows,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/ontology/Writer,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/WikicatWritersFromNewYork,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Associate109816771,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Colleague109935990,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Historian110177150,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Peer109626238,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Paul_Horgan,Paul Horgan,49,87,1.0,0.0,0,5,== History ==
