types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/ontology/WorldHeritageSite,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/WikicatKöppenClimateClassifications,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/WikicatBiomes,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/WikicatEcosystems,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Biome107941945,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Categorization101012712,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Collection107951464,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Community107941729,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Ecosystem108368757,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Forest108438533,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Grouping101012360,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/System108435388,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/Vegetation108436759,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/WikicatForests,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
http://dbpedia.org/class/yago/WikicatTerrestrialBiomes,http://dbpedia.org/resource/Taiga,taiga,1981,3,0.9985981218082736,0.0013970190335542,0,32,== Songs (Selection) ==
