types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/WikicatAncientChina,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/Condition113920835,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/Domain108556491,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/Empire108557482,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/Energy114050143,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/GoodHealth114049711,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/PhysicalCondition114034177,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/Qi114050559,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/WikicatFormerEmpiresOfAsia,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
http://dbpedia.org/class/yago/WikicatStatesAndTerritoriesEstablishedInThe3rdCentury,http://dbpedia.org/resource/History_of_China,Chinese,5505,71,0.7560817671668376,0.3118247133436274,0,31,== Scholarly achievements == | === Magnetic needle compass ===
