types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Affordable_housing,low-income housing,1237,87,0.7197824109061218,0.2514495484907757,8,3,== Early life ==
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Affordable_housing,low-income housing,1237,87,0.7197824109061218,0.2514495484907757,8,3,== Early life ==
http://dbpedia.org/class/yago/WikicatDemographics,http://dbpedia.org/resource/Affordable_housing,low-income housing,1237,87,0.7197824109061218,0.2514495484907757,8,3,== Early life ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Affordable_housing,low-income housing,1237,87,0.7197824109061218,0.2514495484907757,8,3,== Early life ==
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Affordable_housing,low-income housing,1237,87,0.7197824109061218,0.2514495484907757,8,3,== Early life ==
http://dbpedia.org/class/yago/Datum105816622,http://dbpedia.org/resource/Affordable_housing,low-income housing,1237,87,0.7197824109061218,0.2514495484907757,8,3,== Early life ==
http://dbpedia.org/class/yago/Demographic106022076,http://dbpedia.org/resource/Affordable_housing,low-income housing,1237,87,0.7197824109061218,0.2514495484907757,8,3,== Early life ==
http://dbpedia.org/class/yago/Information105816287,http://dbpedia.org/resource/Affordable_housing,low-income housing,1237,87,0.7197824109061218,0.2514495484907757,8,3,== Early life ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Affordable_housing,low-income housing,1237,87,0.7197824109061218,0.2514495484907757,8,3,== Early life ==
http://dbpedia.org/class/yago/Statistic106021499,http://dbpedia.org/resource/Affordable_housing,low-income housing,1237,87,0.7197824109061218,0.2514495484907757,8,3,== Early life ==
