types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/White_House_Press_Secretary,press secretary,894,112,0.6651488973205673,0.5034227734975208,0,8,== Political career ==
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/White_House_Press_Secretary,press secretary,894,112,0.6651488973205673,0.5034227734975208,0,8,== Political career ==
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/White_House_Press_Secretary,press secretary,894,112,0.6651488973205673,0.5034227734975208,0,8,== Political career ==
http://dbpedia.org/class/yago/Cabinet102933112,http://dbpedia.org/resource/White_House_Press_Secretary,press secretary,894,112,0.6651488973205673,0.5034227734975208,0,8,== Political career ==
http://dbpedia.org/class/yago/Furnishing103405265,http://dbpedia.org/resource/White_House_Press_Secretary,press secretary,894,112,0.6651488973205673,0.5034227734975208,0,8,== Political career ==
http://dbpedia.org/class/yago/Furniture103405725,http://dbpedia.org/resource/White_House_Press_Secretary,press secretary,894,112,0.6651488973205673,0.5034227734975208,0,8,== Political career ==
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/White_House_Press_Secretary,press secretary,894,112,0.6651488973205673,0.5034227734975208,0,8,== Political career ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/White_House_Press_Secretary,press secretary,894,112,0.6651488973205673,0.5034227734975208,0,8,== Political career ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/White_House_Press_Secretary,press secretary,894,112,0.6651488973205673,0.5034227734975208,0,8,== Political career ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/White_House_Press_Secretary,press secretary,894,112,0.6651488973205673,0.5034227734975208,0,8,== Political career ==
