types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatDCComicsStorylines,http://dbpedia.org/resource/The_Final_Night,Final night,50,98,0.999999805040962,0.0,2,7,== Career == | === Singing / Recording ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/The_Final_Night,Final night,50,98,0.999999805040962,0.0,2,7,== Career == | === Singing / Recording ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/The_Final_Night,Final night,50,98,0.999999805040962,0.0,2,7,== Career == | === Singing / Recording ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Final_Night,Final night,50,98,0.999999805040962,0.0,2,7,== Career == | === Singing / Recording ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/The_Final_Night,Final night,50,98,0.999999805040962,0.0,2,7,== Career == | === Singing / Recording ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/The_Final_Night,Final night,50,98,0.999999805040962,0.0,2,7,== Career == | === Singing / Recording ===
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/The_Final_Night,Final night,50,98,0.999999805040962,0.0,2,7,== Career == | === Singing / Recording ===
http://dbpedia.org/class/yago/Plot106373314,http://dbpedia.org/resource/The_Final_Night,Final night,50,98,0.999999805040962,0.0,2,7,== Career == | === Singing / Recording ===
http://dbpedia.org/class/yago/Story106369829,http://dbpedia.org/resource/The_Final_Night,Final night,50,98,0.999999805040962,0.0,2,7,== Career == | === Singing / Recording ===
http://dbpedia.org/class/yago/Storyline106373645,http://dbpedia.org/resource/The_Final_Night,Final night,50,98,0.999999805040962,0.0,2,7,== Career == | === Singing / Recording ===
