types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
http://dbpedia.org/class/yago/WikicatBillboardHotCountrySongsNumber-oneSingles,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
http://dbpedia.org/class/yago/WikicatCapitolRecordsNashvilleSingles,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
http://dbpedia.org/class/yago/Wikicat2002Singles,http://dbpedia.org/resource/Somebody_Like_You,Somebody Like You,18,60,1.0,0.0,13,7,== Early life ==
