types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Economic_history,economic historian,965,29,1.0,0.0,0,120,== Inspirations == | === Economics and historicism ===
http://dbpedia.org/class/yago/WikicatAcademicDisciplines,http://dbpedia.org/resource/Economic_history,economic historian,965,29,1.0,0.0,0,120,== Inspirations == | === Economics and historicism ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Economic_history,economic historian,965,29,1.0,0.0,0,120,== Inspirations == | === Economics and historicism ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Economic_history,economic historian,965,29,1.0,0.0,0,120,== Inspirations == | === Economics and historicism ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Economic_history,economic historian,965,29,1.0,0.0,0,120,== Inspirations == | === Economics and historicism ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Economic_history,economic historian,965,29,1.0,0.0,0,120,== Inspirations == | === Economics and historicism ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Economic_history,economic historian,965,29,1.0,0.0,0,120,== Inspirations == | === Economics and historicism ===
http://dbpedia.org/class/yago/Discipline105996646,http://dbpedia.org/resource/Economic_history,economic historian,965,29,1.0,0.0,0,120,== Inspirations == | === Economics and historicism ===
http://dbpedia.org/class/yago/KnowledgeDomain105999266,http://dbpedia.org/resource/Economic_history,economic historian,965,29,1.0,0.0,0,120,== Inspirations == | === Economics and historicism ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Economic_history,economic historian,965,29,1.0,0.0,0,120,== Inspirations == | === Economics and historicism ===
