types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/WikicatComposers,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Composer,composer,22686,95,0.9805830630103252,0.0193715194379686,"George Gershwin (; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and  pianist, whose compositions spanned both popular and classical genres.",0,0,
